Time,BondIDType,BondID,BidPrice,BidVisibleQuantity,BidHiddenQuantity,OfferPrice,OfferVisibleQuantity,OfferHiddenQuantity
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.000000,1000000,2000000,99.015625,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.000000,2000000,4000000,99.015625,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.000000,1000000,2000000,99.015625,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.007812,2000000,4000000,99.015625,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.007812,1000000,2000000,99.015625,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.007812,2000000,4000000,99.015625,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.007812,1000000,2000000,99.015625,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.007812,2000000,4000000,99.015625,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.007812,1000000,2000000,99.015625,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.007812,2000000,4000000,99.015625,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.007812,1000000,2000000,99.023438,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.007812,2000000,4000000,99.023438,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.007812,1000000,2000000,99.023438,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.007812,2000000,4000000,99.023438,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.007812,1000000,2000000,99.023438,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.007812,2000000,4000000,99.023438,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.007812,1000000,2000000,99.023438,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.015625,2000000,4000000,99.023438,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.015625,1000000,2000000,99.023438,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.015625,2000000,4000000,99.023438,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.015625,1000000,2000000,99.023438,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.015625,2000000,4000000,99.023438,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.015625,1000000,2000000,99.023438,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.015625,2000000,4000000,99.023438,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.015625,1000000,2000000,99.031250,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.015625,2000000,4000000,99.031250,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.015625,1000000,2000000,99.031250,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.015625,2000000,4000000,99.031250,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.015625,1000000,2000000,99.031250,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.015625,2000000,4000000,99.031250,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.015625,1000000,2000000,99.031250,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.023438,2000000,4000000,99.031250,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.023438,1000000,2000000,99.031250,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.023438,2000000,4000000,99.031250,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.023438,1000000,2000000,99.031250,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.023438,2000000,4000000,99.031250,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.023438,1000000,2000000,99.031250,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.023438,2000000,4000000,99.031250,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.023438,1000000,2000000,99.039062,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.023438,2000000,4000000,99.039062,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.023438,1000000,2000000,99.039062,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.023438,2000000,4000000,99.039062,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.023438,1000000,2000000,99.039062,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.023438,2000000,4000000,99.039062,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.023438,1000000,2000000,99.039062,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.031250,2000000,4000000,99.039062,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.031250,1000000,2000000,99.039062,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.031250,2000000,4000000,99.039062,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.031250,1000000,2000000,99.039062,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.031250,2000000,4000000,99.039062,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.031250,1000000,2000000,99.039062,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.031250,2000000,4000000,99.039062,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.031250,1000000,2000000,99.046875,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.031250,2000000,4000000,99.046875,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.031250,1000000,2000000,99.046875,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.031250,2000000,4000000,99.046875,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.031250,1000000,2000000,99.046875,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.031250,2000000,4000000,99.046875,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.031250,1000000,2000000,99.046875,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.039062,2000000,4000000,99.046875,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.039062,1000000,2000000,99.046875,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.039062,2000000,4000000,99.046875,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.039062,1000000,2000000,99.046875,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CDJ7,99.039062,2000000,4000000,99.046875,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,91282CFY2,99.039062,1000000,2000000,99.046875,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CLW9,99.039062,2000000,4000000,99.046875,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912810RJ9,99.039062,1000000,2000000,99.054688,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,912810UE6,99.039062,2000000,4000000,99.054688,2000000,4000000
12/26/2024 23:45:32.617,CUSIP,912828YU8,99.039062,1000000,2000000,99.054688,1000000,2000000
12/26/2024 23:45:32.617,CUSIP,91282CAY7,99.039062,2000000,4000000,99.054688,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.039062,1000000,2000000,99.054688,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.039062,2000000,4000000,99.054688,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.039062,1000000,2000000,99.054688,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.046875,2000000,4000000,99.054688,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810UE6,99.046875,1000000,2000000,99.054688,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912828YU8,99.046875,2000000,4000000,99.054688,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CAY7,99.046875,1000000,2000000,99.054688,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.046875,2000000,4000000,99.054688,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.046875,1000000,2000000,99.054688,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.046875,2000000,4000000,99.054688,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.046875,1000000,2000000,99.062500,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912810UE6,99.046875,2000000,4000000,99.062500,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912828YU8,99.046875,1000000,2000000,99.062500,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CAY7,99.046875,2000000,4000000,99.062500,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.046875,1000000,2000000,99.062500,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.046875,2000000,4000000,99.062500,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.046875,1000000,2000000,99.062500,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.054688,2000000,4000000,99.062500,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810UE6,99.054688,1000000,2000000,99.062500,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912828YU8,99.054688,2000000,4000000,99.062500,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CAY7,99.054688,1000000,2000000,99.062500,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.054688,2000000,4000000,99.062500,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.054688,1000000,2000000,99.062500,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.054688,2000000,4000000,99.062500,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.054688,1000000,2000000,99.070312,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912810UE6,99.054688,2000000,4000000,99.070312,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912828YU8,99.054688,1000000,2000000,99.070312,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CAY7,99.054688,2000000,4000000,99.070312,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.054688,1000000,2000000,99.070312,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.054688,2000000,4000000,99.070312,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.054688,1000000,2000000,99.070312,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.062500,2000000,4000000,99.070312,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810UE6,99.062500,1000000,2000000,99.070312,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912828YU8,99.062500,2000000,4000000,99.070312,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CAY7,99.062500,1000000,2000000,99.070312,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.062500,2000000,4000000,99.070312,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.062500,1000000,2000000,99.070312,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.062500,2000000,4000000,99.070312,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.062500,1000000,2000000,99.078125,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912810UE6,99.062500,2000000,4000000,99.078125,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912828YU8,99.062500,1000000,2000000,99.078125,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CAY7,99.062500,2000000,4000000,99.078125,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.062500,1000000,2000000,99.078125,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.062500,2000000,4000000,99.078125,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.062500,1000000,2000000,99.078125,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.070312,2000000,4000000,99.078125,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810UE6,99.070312,1000000,2000000,99.078125,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,912828YU8,99.070312,2000000,4000000,99.078125,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CAY7,99.070312,1000000,2000000,99.078125,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CDJ7,99.070312,2000000,4000000,99.078125,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,91282CFY2,99.070312,1000000,2000000,99.078125,1000000,2000000
12/26/2024 23:45:32.618,CUSIP,91282CLW9,99.070312,2000000,4000000,99.078125,2000000,4000000
12/26/2024 23:45:32.618,CUSIP,912810RJ9,99.070312,1000000,2000000,99.085938,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.070312,2000000,4000000,99.085938,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.070312,1000000,2000000,99.085938,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.070312,2000000,4000000,99.085938,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.070312,1000000,2000000,99.085938,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.070312,2000000,4000000,99.085938,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.070312,1000000,2000000,99.085938,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.078125,2000000,4000000,99.085938,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.078125,1000000,2000000,99.085938,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.078125,2000000,4000000,99.085938,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.078125,1000000,2000000,99.085938,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.078125,2000000,4000000,99.085938,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.078125,1000000,2000000,99.085938,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.078125,2000000,4000000,99.085938,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.078125,1000000,2000000,99.093750,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.078125,2000000,4000000,99.093750,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.078125,1000000,2000000,99.093750,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.078125,2000000,4000000,99.093750,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.078125,1000000,2000000,99.093750,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.078125,2000000,4000000,99.093750,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.078125,1000000,2000000,99.093750,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.085938,2000000,4000000,99.093750,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.085938,1000000,2000000,99.093750,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.085938,2000000,4000000,99.093750,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.085938,1000000,2000000,99.093750,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.085938,2000000,4000000,99.093750,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.085938,1000000,2000000,99.093750,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.085938,2000000,4000000,99.093750,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.085938,1000000,2000000,99.101562,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.085938,2000000,4000000,99.101562,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.085938,1000000,2000000,99.101562,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.085938,2000000,4000000,99.101562,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.085938,1000000,2000000,99.101562,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.085938,2000000,4000000,99.101562,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.085938,1000000,2000000,99.101562,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.093750,2000000,4000000,99.101562,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.093750,1000000,2000000,99.101562,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.093750,2000000,4000000,99.101562,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.093750,1000000,2000000,99.101562,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.093750,2000000,4000000,99.101562,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.093750,1000000,2000000,99.101562,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.093750,2000000,4000000,99.101562,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.093750,1000000,2000000,99.109375,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.093750,2000000,4000000,99.109375,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.093750,1000000,2000000,99.109375,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.093750,2000000,4000000,99.109375,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.093750,1000000,2000000,99.109375,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.093750,2000000,4000000,99.109375,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.093750,1000000,2000000,99.109375,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.101562,2000000,4000000,99.109375,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.101562,1000000,2000000,99.109375,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.101562,2000000,4000000,99.109375,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.101562,1000000,2000000,99.109375,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.101562,2000000,4000000,99.109375,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.101562,1000000,2000000,99.109375,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.101562,2000000,4000000,99.109375,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912810RJ9,99.101562,1000000,2000000,99.117188,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,912810UE6,99.101562,2000000,4000000,99.117188,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,912828YU8,99.101562,1000000,2000000,99.117188,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CAY7,99.101562,2000000,4000000,99.117188,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CDJ7,99.101562,1000000,2000000,99.117188,1000000,2000000
12/26/2024 23:45:32.619,CUSIP,91282CFY2,99.101562,2000000,4000000,99.117188,2000000,4000000
12/26/2024 23:45:32.619,CUSIP,91282CLW9,99.101562,1000000,2000000,99.117188,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.109375,2000000,4000000,99.117188,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.109375,1000000,2000000,99.117188,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.109375,2000000,4000000,99.117188,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.109375,1000000,2000000,99.117188,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.109375,2000000,4000000,99.117188,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CFY2,99.109375,1000000,2000000,99.117188,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CLW9,99.109375,2000000,4000000,99.117188,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.109375,1000000,2000000,99.125000,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.109375,2000000,4000000,99.125000,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.109375,1000000,2000000,99.125000,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.109375,2000000,4000000,99.125000,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.109375,1000000,2000000,99.125000,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CFY2,99.109375,2000000,4000000,99.125000,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CLW9,99.109375,1000000,2000000,99.125000,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.117188,2000000,4000000,99.125000,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.117188,1000000,2000000,99.125000,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.117188,2000000,4000000,99.125000,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.117188,1000000,2000000,99.125000,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.117188,2000000,4000000,99.125000,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CFY2,99.117188,1000000,2000000,99.125000,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CLW9,99.117188,2000000,4000000,99.125000,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.117188,1000000,2000000,99.132812,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.117188,2000000,4000000,99.132812,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.117188,1000000,2000000,99.132812,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.117188,2000000,4000000,99.132812,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.117188,1000000,2000000,99.132812,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CFY2,99.117188,2000000,4000000,99.132812,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CLW9,99.117188,1000000,2000000,99.132812,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.125000,2000000,4000000,99.132812,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.125000,1000000,2000000,99.132812,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.125000,2000000,4000000,99.132812,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.125000,1000000,2000000,99.132812,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.125000,2000000,4000000,99.132812,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CFY2,99.125000,1000000,2000000,99.132812,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CLW9,99.125000,2000000,4000000,99.132812,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.125000,1000000,2000000,99.140625,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.125000,2000000,4000000,99.140625,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.125000,1000000,2000000,99.140625,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.125000,2000000,4000000,99.140625,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.125000,1000000,2000000,99.140625,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CFY2,99.125000,2000000,4000000,99.140625,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CLW9,99.125000,1000000,2000000,99.140625,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.132812,2000000,4000000,99.140625,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.132812,1000000,2000000,99.140625,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.132812,2000000,4000000,99.140625,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.132812,1000000,2000000,99.140625,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.132812,2000000,4000000,99.140625,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CFY2,99.132812,1000000,2000000,99.140625,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CLW9,99.132812,2000000,4000000,99.140625,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912810RJ9,99.132812,1000000,2000000,99.148438,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,912810UE6,99.132812,2000000,4000000,99.148438,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,912828YU8,99.132812,1000000,2000000,99.148438,1000000,2000000
12/26/2024 23:45:32.620,CUSIP,91282CAY7,99.132812,2000000,4000000,99.148438,2000000,4000000
12/26/2024 23:45:32.620,CUSIP,91282CDJ7,99.132812,1000000,2000000,99.148438,1000000,2000000
